participant,gambno,opta,optb,pa1,pa2,pb1,pb2,type,choice,group,sex,wtpamount_opta,wtpamount_optb,oa1,ob1,CV.A,CV.B,CVhigh,CVdiff,CVchoice,EV.A,EV.B,EVhigh,EVdiff,EVlogdiff,EVchoice
613821b4edc8fbcf2726c6ed,11,Depression,Diarrhea,0.19,0.81,0.98,0.02,monchoice,0,young,Female,-40,-37,-40,-37,5.6921,0.8602325,1,4.831867,0,-7.6,-36.26,1,28.66,3.355502,0
613821b4edc8fbcf2726c6ed,12,Insomnia,Memory Loss,0.94,0.06,0.05,0.95,medchoice,0,young,Female,-18,-38,-18,-38,1.03923,6.008328,0,-4.969097,1,-16.92,-1.9,0,-15.02,2.709383,1
613821b4edc8fbcf2726c6ed,12,Insomnia,Memory Loss,0.94,0.06,0.05,0.95,monchoice,0,young,Female,-18,-38,-18,-38,1.03923,6.008328,0,-4.969097,1,-16.92,-1.9,0,-15.02,2.709383,1
613821b4edc8fbcf2726c6ed,13,Insomnia,Memory Loss,0.99,0.01,0.25,0.75,medchoice,1,young,Female,-18,-38,-18,-38,0.4242641,5.338539,0,-4.914275,0,-17.82,-9.5,0,-8.32,2.118662,0
613821b4edc8fbcf2726c6ed,13,Insomnia,Memory Loss,0.99,0.01,0.25,0.75,monchoice,0,young,Female,-18,-38,-18,-38,0.4242641,5.338539,0,-4.914275,1,-17.82,-9.5,0,-8.32,2.118662,1
613821b4edc8fbcf2726c6ed,14,Diarrhea,Memory Loss,0.98,0.02,0.26,0.74,medchoice,0,young,Female,-37,-38,-37,-38,0.8602325,5.302829,0,-4.442597,1,-36.26,-9.88,0,-26.38,3.272606,1
613821b4edc8fbcf2726c6ed,14,Diarrhea,Memory Loss,0.98,0.02,0.26,0.74,monchoice,0,young,Female,-37,-38,-37,-38,0.8602325,5.302829,0,-4.442597,1,-36.26,-9.88,0,-26.38,3.272606,1
613821b4edc8fbcf2726c6ed,15,Insomnia,Slurred Speech,0.55,0.45,0.97,0.03,medchoice,1,young,Female,-18,-80,-18,-80,2.84605,1.549193,1,1.296857,1,-9.9,-77.6,1,67.7,4.215086,1
613821b4edc8fbcf2726c6ed,15,Insomnia,Slurred Speech,0.55,0.45,0.97,0.03,monchoice,0,young,Female,-18,-80,-18,-80,2.84605,1.549193,1,1.296857,0,-9.9,-77.6,1,67.7,4.215086,0
613821b4edc8fbcf2726c6ed,16,Insomnia,Impaired Balance,0.65,0.35,0.98,0.02,medchoice,1,young,Female,-18,-60,-18,-60,2.50998,1.095445,1,1.414535,1,-11.7,-58.8,1,47.1,3.852273,1
613821b4edc8fbcf2726c6ed,16,Insomnia,Impaired Balance,0.65,0.35,0.98,0.02,monchoice,1,young,Female,-18,-60,-18,-60,2.50998,1.095445,1,1.414535,1,-11.7,-58.8,1,47.1,3.852273,1
613821b4edc8fbcf2726c6ed,17,Tremor,Slurred Speech,0.63,0.37,0.97,0.03,medchoice,1,young,Female,-79,-80,-79,-80,5.406478,1.549193,1,3.857284,1,-49.77,-77.6,1,27.83,3.326115,1
613821b4edc8fbcf2726c6ed,17,Tremor,Slurred Speech,0.63,0.37,0.97,0.03,monchoice,1,young,Female,-79,-80,-79,-80,5.406478,1.549193,1,3.857284,1,-49.77,-77.6,1,27.83,3.326115,1
613821b4edc8fbcf2726c6ed,18,Flatulence,Fatigue,0.94,0.06,0.52,0.48,medchoice,0,young,Female,-39,-19,-39,-19,1.529706,3.019934,0,-1.490228,1,-36.66,-9.88,0,-26.78,3.287655,1
613821b4edc8fbcf2726c6ed,18,Flatulence,Fatigue,0.94,0.06,0.52,0.48,monchoice,0,young,Female,-39,-19,-39,-19,1.529706,3.019934,0,-1.490228,1,-36.66,-9.88,0,-26.78,3.287655,1
613821b4edc8fbcf2726c6ed,19,Fever,Tremor,0.3,0.7,0.98,0.02,medchoice,1,young,Female,-20,-79,-20,-79,3.741657,1.256981,1,2.484677,1,-6,-77.42,1,71.42,4.268578,1
613821b4edc8fbcf2726c6ed,19,Fever,Tremor,0.3,0.7,0.98,0.02,monchoice,1,young,Female,-20,-79,-20,-79,3.741657,1.256981,1,2.484677,1,-6,-77.42,1,71.42,4.268578,1
613821b4edc8fbcf2726c6ed,20,Impaired Balance,Fever,0.98,0.02,0.15,0.85,medchoice,0,young,Female,-60,-20,-60,-20,1.095445,4.123106,0,-3.027661,1,-58.8,-3,0,-55.8,4.021774,1
613821b4edc8fbcf2726c6ed,20,Impaired Balance,Fever,0.98,0.02,0.15,0.85,monchoice,1,young,Female,-60,-20,-60,-20,1.095445,4.123106,0,-3.027661,0,-58.8,-3,0,-55.8,4.021774,0
613821b4edc8fbcf2726c6ed,21,Flatulence,Slurred Speech,0.6,0.4,0.97,0.03,medchoice,1,young,Female,-39,-80,-39,-80,3.949684,1.549193,1,2.40049,1,-23.4,-77.6,1,54.2,3.992681,1
613821b4edc8fbcf2726c6ed,21,Flatulence,Slurred Speech,0.6,0.4,0.97,0.03,monchoice,0,young,Female,-39,-80,-39,-80,3.949684,1.549193,1,2.40049,0,-23.4,-77.6,1,54.2,3.992681,0
613821b4edc8fbcf2726c6ed,22,Depression,Hallucinations,0.81,0.19,0.98,0.02,medchoice,1,young,Female,-40,-100,-40,-100,2.75681,1.414214,1,1.342596,1,-32.4,-98,1,65.6,4.183576,1
613821b4edc8fbcf2726c6ed,22,Depression,Hallucinations,0.81,0.19,0.98,0.02,monchoice,0,young,Female,-40,-100,-40,-100,2.75681,1.414214,1,1.342596,0,-32.4,-98,1,65.6,4.183576,0
613821b4edc8fbcf2726c6ed,23,Insomnia,Impaired Balance,0.006,0.994,0.09,0.91,medchoice,1,young,Female,-18,-60,-18,-60,4.229894,7.389181,0,-3.159288,0,-0.108,-5.4,1,5.292,1.666196,1
613821b4edc8fbcf2726c6ed,23,Insomnia,Impaired Balance,0.006,0.994,0.09,0.91,monchoice,1,young,Female,-18,-60,-18,-60,4.229894,7.389181,0,-3.159288,0,-0.108,-5.4,1,5.292,1.666196,1
613821b4edc8fbcf2726c6ed,24,Diarrhea,Slurred Speech,0.005,0.995,0.1,0.9,medchoice,0,young,Female,-37,-80,-37,-80,6.067537,8.485281,0,-2.417745,1,-0.185,-8,1,7.815,2.056045,0
613821b4edc8fbcf2726c6ed,24,Diarrhea,Slurred Speech,0.005,0.995,0.1,0.9,monchoice,0,young,Female,-37,-80,-37,-80,6.067537,8.485281,0,-2.417745,1,-0.185,-8,1,7.815,2.056045,0
613821b4edc8fbcf2726c6ed,25,Itching,Hallucinations,0.03,0.97,0.001,0.999,medchoice,1,young,Female,-50,-100,-50,-100,6.964194,9.994999,0,-3.030805,0,-1.5,-0.1,0,-1.4,0.3364722,0
613821b4edc8fbcf2726c6ed,25,Itching,Hallucinations,0.03,0.97,0.001,0.999,monchoice,0,young,Female,-50,-100,-50,-100,6.964194,9.994999,0,-3.030805,1,-1.5,-0.1,0,-1.4,0.3364722,1
613821b4edc8fbcf2726c6ed,26,Slurred Speech,Tremor,0.02,0.98,0.001,0.999,medchoice,0,young,Female,-80,-79,-80,-79,8.854377,8.883749,0,-0.02937176,1,-1.6,-0.079,0,-1.521,0.419368,1
613821b4edc8fbcf2726c6ed,26,Slurred Speech,Tremor,0.02,0.98,0.001,0.999,monchoice,1,young,Female,-80,-79,-80,-79,8.854377,8.883749,0,-0.02937176,0,-1.6,-0.079,0,-1.521,0.419368,0
613821b4edc8fbcf2726c6ed,27,Flatulence,Fatigue,0.01,0.99,0.001,0.999,medchoice,0,young,Female,-39,-19,-39,-19,6.213695,4.356719,1,1.856976,0,-0.39,-0.019,0,-0.371,-0.9915532,1
613821b4edc8fbcf2726c6ed,27,Flatulence,Fatigue,0.01,0.99,0.001,0.999,monchoice,0,young,Female,-39,-19,-39,-19,6.213695,4.356719,1,1.856976,0,-0.39,-0.019,0,-0.371,-0.9915532,1
613821b4edc8fbcf2726c6ed,28,Fever,Memory Loss,0.003,0.997,0.04,0.96,medchoice,1,young,Female,-20,-38,-20,-38,4.465423,6.039868,0,-1.574445,0,-0.06,-1.52,1,1.46,0.3784364,1
613821b4edc8fbcf2726c6ed,28,Fever,Memory Loss,0.003,0.997,0.04,0.96,monchoice,0,young,Female,-20,-38,-20,-38,4.465423,6.039868,0,-1.574445,1,-0.06,-1.52,1,1.46,0.3784364,0
613821b4edc8fbcf2726c6ed,29,Slurred Speech,Hallucinations,0.89,0.11,0.01,0.99,medchoice,1,young,Female,-80,-100,-80,-100,2.966479,9.949874,0,-6.983395,0,-71.2,-1,0,-70.2,4.251348,0
613821b4edc8fbcf2726c6ed,29,Slurred Speech,Hallucinations,0.89,0.11,0.01,0.99,monchoice,0,young,Female,-80,-100,-80,-100,2.966479,9.949874,0,-6.983395,1,-71.2,-1,0,-70.2,4.251348,1
613821b4edc8fbcf2726c6ed,30,Flatulence,Fatigue,0.04,0.96,0.003,0.997,medchoice,0,young,Female,-39,-19,-39,-19,6.118823,4.352356,1,1.766468,0,-1.56,-0.057,0,-1.503,0.4074631,1
613821b4edc8fbcf2726c6ed,30,Flatulence,Fatigue,0.04,0.96,0.003,0.997,monchoice,1,young,Female,-39,-19,-39,-19,6.118823,4.352356,1,1.766468,1,-1.56,-0.057,0,-1.503,0.4074631,0
613821b4edc8fbcf2726c6ed,31,Tremor,Fever,0.91,0.09,0.03,0.97,medchoice,0,young,Female,-79,-20,-79,-20,2.666458,4.404543,0,-1.738085,1,-71.89,-0.6,0,-71.29,4.266756,1
613821b4edc8fbcf2726c6ed,31,Tremor,Fever,0.91,0.09,0.03,0.97,monchoice,1,young,Female,-79,-20,-79,-20,2.666458,4.404543,0,-1.738085,0,-71.89,-0.6,0,-71.29,4.266756,0
613821b4edc8fbcf2726c6ed,32,Slurred Speech,Flatulence,0.045,0.955,0.006,0.994,medchoice,1,young,Female,-80,-39,-80,-39,8.740709,6.226235,1,2.514475,1,-3.6,-0.234,0,-3.366,1.213725,0
613821b4edc8fbcf2726c6ed,32,Slurred Speech,Flatulence,0.045,0.955,0.006,0.994,monchoice,1,young,Female,-80,-39,-80,-39,8.740709,6.226235,1,2.514475,1,-3.6,-0.234,0,-3.366,1.213725,0
613821b4edc8fbcf2726c6ed,33,Memory Loss,Itching,0.003,0.997,0.02,0.98,medchoice,0,young,Female,-38,-50,-38,-50,6.15516,7,0,-0.8448396,1,-0.114,-1,1,0.886,-0.1210383,0
613821b4edc8fbcf2726c6ed,33,Memory Loss,Itching,0.003,0.997,0.02,0.98,monchoice,0,young,Female,-38,-50,-38,-50,6.15516,7,0,-0.8448396,1,-0.114,-1,1,0.886,-0.1210383,0
613821b4edc8fbcf2726c6ed,34,Diarrhea,Depression,0.79,0.21,0.015,0.985,medchoice,1,young,Female,-37,-40,-37,-40,2.787472,6.276942,0,-3.48947,0,-29.23,-0.6,0,-28.63,3.354455,0
613821b4edc8fbcf2726c6ed,34,Diarrhea,Depression,0.79,0.21,0.015,0.985,monchoice,0,young,Female,-37,-40,-37,-40,2.787472,6.276942,0,-3.48947,1,-29.23,-0.6,0,-28.63,3.354455,1
613821b4edc8fbcf2726c6ed,35,Itching,Insomnia,0.003,0.997,0.095,0.905,medchoice,0,young,Female,-50,-18,-50,-18,7.060453,4.036087,1,3.024366,0,-0.15,-1.71,1,1.56,0.4446858,0
613821b4edc8fbcf2726c6ed,35,Itching,Insomnia,0.003,0.997,0.095,0.905,monchoice,1,young,Female,-50,-18,-50,-18,7.060453,4.036087,1,3.024366,1,-0.15,-1.71,1,1.56,0.4446858,1
613821b4edc8fbcf2726c6ed,36,Depression,Fatigue,0.006,0.994,0.65,0.35,medchoice,1,young,Female,-40,-19,-40,-19,6.305553,2.578759,1,3.726794,1,-0.24,-12.35,1,12.11,2.494032,1
613821b4edc8fbcf2726c6ed,36,Depression,Fatigue,0.006,0.994,0.65,0.35,monchoice,0,young,Female,-40,-19,-40,-19,6.305553,2.578759,1,3.726794,0,-0.24,-12.35,1,12.11,2.494032,0
613821b4edc8fbcf2726c6ed,37,Fatigue,Hallucinations,0.38,0.62,0.003,0.997,medchoice,1,young,Female,-19,-100,-19,-100,3.4322,9.984989,0,-6.552788,0,-7.22,-0.3,0,-6.92,1.934416,0
613821b4edc8fbcf2726c6ed,37,Fatigue,Hallucinations,0.38,0.62,0.003,0.997,monchoice,1,young,Female,-19,-100,-19,-100,3.4322,9.984989,0,-6.552788,0,-7.22,-0.3,0,-6.92,1.934416,0
613821b4edc8fbcf2726c6ed,38,Insomnia,Slurred Speech,0.003,0.997,0.04,0.96,medchoice,1,young,Female,-18,-80,-18,-80,4.236272,8.763561,0,-4.527289,0,-0.054,-3.2,1,3.146,1.146132,1
613821b4edc8fbcf2726c6ed,38,Insomnia,Slurred Speech,0.003,0.997,0.04,0.96,monchoice,0,young,Female,-18,-80,-18,-80,4.236272,8.763561,0,-4.527289,1,-0.054,-3.2,1,3.146,1.146132,0
613821b4edc8fbcf2726c6ed,39,Depression,Hallucinations,0.003,0.997,0.24,0.76,medchoice,1,young,Female,-40,-100,-40,-100,6.315061,8.717798,0,-2.402737,0,-0.12,-24,1,23.88,3.173041,1
613821b4edc8fbcf2726c6ed,39,Depression,Hallucinations,0.003,0.997,0.24,0.76,monchoice,0,young,Female,-40,-100,-40,-100,6.315061,8.717798,0,-2.402737,1,-0.12,-24,1,23.88,3.173041,0
613821b4edc8fbcf2726c6ed,40,Slurred Speech,Fatigue,0.035,0.965,0.001,0.999,medchoice,1,young,Female,-80,-19,-80,-19,8.786353,4.356719,1,4.429634,1,-2.8,-0.019,0,-2.781,1.022811,0
613821b4edc8fbcf2726c6ed,40,Slurred Speech,Fatigue,0.035,0.965,0.001,0.999,monchoice,1,young,Female,-80,-19,-80,-19,8.786353,4.356719,1,4.429634,1,-2.8,-0.019,0,-2.781,1.022811,0
613821b4edc8fbcf2726c6ed,41,Itching,Slurred Speech,0.008,0.992,0.28,0.72,medchoice,1,young,Female,-50,-80,-50,-80,7.042727,7.589466,0,-0.5467396,0,-0.4,-22.4,1,22,3.091042,1
613821b4edc8fbcf2726c6ed,41,Itching,Slurred Speech,0.008,0.992,0.28,0.72,monchoice,0,young,Female,-50,-80,-50,-80,7.042727,7.589466,0,-0.5467396,1,-0.4,-22.4,1,22,3.091042,0
613821b4edc8fbcf2726c6ed,42,Slurred Speech,Itching,0.99,0.01,0.7,0.3,medchoice,0,young,Female,-80,-50,-80,-50,0.8944272,3.872983,0,-2.978556,1,-79.2,-35,0,-44.2,3.788725,1
613821b4edc8fbcf2726c6ed,42,Slurred Speech,Itching,0.99,0.01,0.7,0.3,monchoice,0,young,Female,-80,-50,-80,-50,0.8944272,3.872983,0,-2.978556,1,-79.2,-35,0,-44.2,3.788725,1
613821b4edc8fbcf2726c6ed,43,Tremor,Impaired Balance,0.33,0.67,0.82,0.18,medchoice,1,young,Female,-79,-60,-79,-60,7.275301,3.286335,1,3.988965,1,-26.07,-49.2,1,23.13,3.14113,1
613821b4edc8fbcf2726c6ed,43,Tremor,Impaired Balance,0.33,0.67,0.82,0.18,monchoice,1,young,Female,-79,-60,-79,-60,7.275301,3.286335,1,3.988965,1,-26.07,-49.2,1,23.13,3.14113,1
613821b4edc8fbcf2726c6ed,44,Flatulence,Insomnia,0.6,0.4,0.5,0.5,medchoice,0,young,Female,-39,-18,-39,-18,3.949684,3,1,0.9496835,0,-23.4,-9,0,-14.4,2.667228,1
613821b4edc8fbcf2726c6ed,44,Flatulence,Insomnia,0.6,0.4,0.5,0.5,monchoice,1,young,Female,-39,-18,-39,-18,3.949684,3,1,0.9496835,1,-23.4,-9,0,-14.4,2.667228,0
61420a3c9f56aa7d296ff8a3,1,Hallucinations,Fatigue,0.5,0.5,0.97,0.03,medchoice,0,young,Female,-70,-20,-70,-20,5.91608,0.7745967,1,5.141483,0,-35,-19.4,0,-15.6,2.747271,1
61420a3c9f56aa7d296ff8a3,1,Hallucinations,Fatigue,0.5,0.5,0.97,0.03,monchoice,1,young,Female,-70,-20,-70,-20,5.91608,0.7745967,1,5.141483,1,-35,-19.4,0,-15.6,2.747271,0
61420a3c9f56aa7d296ff8a3,2,Fatigue,Depression,0.98,0.02,0.35,0.65,medchoice,1,young,Female,-20,-60,-20,-60,0.6324555,6.244998,0,-5.612542,0,-19.6,-21,1,1.4,0.3364722,1
61420a3c9f56aa7d296ff8a3,2,Fatigue,Depression,0.98,0.02,0.35,0.65,monchoice,0,young,Female,-20,-60,-20,-60,0.6324555,6.244998,0,-5.612542,1,-19.6,-21,1,1.4,0.3364722,0
61420a3c9f56aa7d296ff8a3,3,Fatigue,Depression,0.98,0.02,0.55,0.45,medchoice,0,young,Female,-20,-60,-20,-60,0.6324555,5.196152,0,-4.563697,1,-19.6,-33,1,13.4,2.595255,0
61420a3c9f56aa7d296ff8a3,3,Fatigue,Depression,0.98,0.02,0.55,0.45,monchoice,0,young,Female,-20,-60,-20,-60,0.6324555,5.196152,0,-4.563697,1,-19.6,-33,1,13.4,2.595255,0
61420a3c9f56aa7d296ff8a3,4,Itching,Insomnia,0.5,0.5,0.98,0.02,medchoice,1,young,Female,-10,-90,-10,-90,2.236068,1.341641,1,0.8944272,1,-5,-88.2,1,83.2,4.421247,1
61420a3c9f56aa7d296ff8a3,4,Itching,Insomnia,0.5,0.5,0.98,0.02,monchoice,1,young,Female,-10,-90,-10,-90,2.236068,1.341641,1,0.8944272,1,-5,-88.2,1,83.2,4.421247,1
61420a3c9f56aa7d296ff8a3,5,Insomnia,Itching,0.98,0.02,0.7,0.3,medchoice,0,young,Female,-90,-10,-90,-10,1.341641,1.732051,0,-0.39041,1,-88.2,-7,0,-81.2,4.396915,1
61420a3c9f56aa7d296ff8a3,5,Insomnia,Itching,0.98,0.02,0.7,0.3,monchoice,1,young,Female,-90,-10,-90,-10,1.341641,1.732051,0,-0.39041,0,-88.2,-7,0,-81.2,4.396915,0
61420a3c9f56aa7d296ff8a3,6,Memory Loss,Itching,0.45,0.55,0.98,0.02,medchoice,0,young,Female,-100,-10,-100,-10,7.416198,0.4472136,1,6.968985,0,-45,-9.8,0,-35.2,3.561046,1
61420a3c9f56aa7d296ff8a3,6,Memory Loss,Itching,0.45,0.55,0.98,0.02,monchoice,1,young,Female,-100,-10,-100,-10,7.416198,0.4472136,1,6.968985,1,-45,-9.8,0,-35.2,3.561046,0
61420a3c9f56aa7d296ff8a3,7,Memory Loss,Itching,0.56,0.44,0.98,0.02,medchoice,0,young,Female,-100,-10,-100,-10,6.63325,0.4472136,1,6.186036,0,-56,-9.8,0,-46.2,3.83298,1
61420a3c9f56aa7d296ff8a3,7,Memory Loss,Itching,0.56,0.44,0.98,0.02,monchoice,1,young,Female,-100,-10,-100,-10,6.63325,0.4472136,1,6.186036,1,-56,-9.8,0,-46.2,3.83298,0
61420a3c9f56aa7d296ff8a3,8,Slurred Speech,Diarrhea,0.93,0.07,0.6,0.4,medchoice,0,young,Female,-30,-5,-30,-5,1.449138,1.414214,1,0.03492411,0,-27.9,-3,0,-24.9,3.214868,1
61420a3c9f56aa7d296ff8a3,8,Slurred Speech,Diarrhea,0.93,0.07,0.6,0.4,monchoice,1,young,Female,-30,-5,-30,-5,1.449138,1.414214,1,0.03492411,1,-27.9,-3,0,-24.9,3.214868,0
61420a3c9f56aa7d296ff8a3,9,Itching,Fever,0.96,0.04,0.5,0.5,medchoice,0,young,Female,-10,-50,-10,-50,0.6324555,5,0,-4.367544,1,-9.6,-25,1,15.4,2.734368,0
61420a3c9f56aa7d296ff8a3,9,Itching,Fever,0.96,0.04,0.5,0.5,monchoice,0,young,Female,-10,-50,-10,-50,0.6324555,5,0,-4.367544,1,-9.6,-25,1,15.4,2.734368,0
61420a3c9f56aa7d296ff8a3,10,Fever,Itching,0.71,0.29,0.96,0.04,medchoice,0,young,Female,-50,-10,-50,-10,3.807887,0.6324555,1,3.175431,0,-35.5,-9.6,0,-25.9,3.254243,1
61420a3c9f56aa7d296ff8a3,10,Fever,Itching,0.71,0.29,0.96,0.04,monchoice,1,young,Female,-50,-10,-50,-10,3.807887,0.6324555,1,3.175431,1,-35.5,-9.6,0,-25.9,3.254243,0
61420a3c9f56aa7d296ff8a3,11,Depression,Diarrhea,0.19,0.81,0.98,0.02,medchoice,1,young,Female,-60,-5,-60,-5,6.97137,0.3162278,1,6.655142,1,-11.4,-4.9,0,-6.5,1.871802,0
61420a3c9f56aa7d296ff8a3,11,Depression,Diarrhea,0.19,0.81,0.98,0.02,monchoice,1,young,Female,-60,-5,-60,-5,6.97137,0.3162278,1,6.655142,1,-11.4,-4.9,0,-6.5,1.871802,0
61420a3c9f56aa7d296ff8a3,12,Insomnia,Memory Loss,0.94,0.06,0.05,0.95,medchoice,0,young,Female,-90,-100,-90,-100,2.32379,9.746794,0,-7.423004,1,-84.6,-5,0,-79.6,4.377014,1
61420a3c9f56aa7d296ff8a3,12,Insomnia,Memory Loss,0.94,0.06,0.05,0.95,monchoice,0,young,Female,-90,-100,-90,-100,2.32379,9.746794,0,-7.423004,1,-84.6,-5,0,-79.6,4.377014,1
61420a3c9f56aa7d296ff8a3,13,Insomnia,Memory Loss,0.99,0.01,0.25,0.75,medchoice,1,young,Female,-90,-100,-90,-100,0.9486833,8.660254,0,-7.711571,0,-89.1,-25,0,-64.1,4.160444,0
61420a3c9f56aa7d296ff8a3,13,Insomnia,Memory Loss,0.99,0.01,0.25,0.75,monchoice,0,young,Female,-90,-100,-90,-100,0.9486833,8.660254,0,-7.711571,1,-89.1,-25,0,-64.1,4.160444,1
61420a3c9f56aa7d296ff8a3,14,Diarrhea,Memory Loss,0.98,0.02,0.26,0.74,medchoice,1,young,Female,-5,-100,-5,-100,0.3162278,8.602325,0,-8.286098,0,-4.9,-26,1,21.1,3.049273,1
61420a3c9f56aa7d296ff8a3,14,Diarrhea,Memory Loss,0.98,0.02,0.26,0.74,monchoice,0,young,Female,-5,-100,-5,-100,0.3162278,8.602325,0,-8.286098,1,-4.9,-26,1,21.1,3.049273,0
61420a3c9f56aa7d296ff8a3,15,Insomnia,Slurred Speech,0.55,0.45,0.97,0.03,medchoice,1,young,Female,-90,-30,-90,-30,6.363961,0.9486833,1,5.415278,1,-49.5,-29.1,0,-20.4,3.015535,0
61420a3c9f56aa7d296ff8a3,15,Insomnia,Slurred Speech,0.55,0.45,0.97,0.03,monchoice,1,young,Female,-90,-30,-90,-30,6.363961,0.9486833,1,5.415278,1,-49.5,-29.1,0,-20.4,3.015535,0
61420a3c9f56aa7d296ff8a3,16,Insomnia,Impaired Balance,0.65,0.35,0.98,0.02,medchoice,1,young,Female,-90,-40,-90,-40,5.612486,0.8944272,1,4.718059,1,-58.5,-39.2,0,-19.3,2.960105,0
61420a3c9f56aa7d296ff8a3,16,Insomnia,Impaired Balance,0.65,0.35,0.98,0.02,monchoice,1,young,Female,-90,-40,-90,-40,5.612486,0.8944272,1,4.718059,1,-58.5,-39.2,0,-19.3,2.960105,0
61420a3c9f56aa7d296ff8a3,17,Tremor,Slurred Speech,0.63,0.37,0.97,0.03,medchoice,1,young,Female,-80,-30,-80,-30,5.440588,0.9486833,1,4.491905,1,-50.4,-29.1,0,-21.3,3.058707,0
61420a3c9f56aa7d296ff8a3,17,Tremor,Slurred Speech,0.63,0.37,0.97,0.03,monchoice,1,young,Female,-80,-30,-80,-30,5.440588,0.9486833,1,4.491905,1,-50.4,-29.1,0,-21.3,3.058707,0
61420a3c9f56aa7d296ff8a3,18,Flatulence,Fatigue,0.94,0.06,0.52,0.48,medchoice,0,young,Female,-2,-20,-2,-20,0.3464102,3.098387,0,-2.751977,1,-1.88,-10.4,1,8.52,2.142416,0
61420a3c9f56aa7d296ff8a3,18,Flatulence,Fatigue,0.94,0.06,0.52,0.48,monchoice,0,young,Female,-2,-20,-2,-20,0.3464102,3.098387,0,-2.751977,1,-1.88,-10.4,1,8.52,2.142416,0
61420a3c9f56aa7d296ff8a3,19,Fever,Tremor,0.3,0.7,0.98,0.02,medchoice,1,young,Female,-50,-80,-50,-80,5.91608,1.264911,1,4.651169,1,-15,-78.4,1,63.4,4.149464,1
61420a3c9f56aa7d296ff8a3,19,Fever,Tremor,0.3,0.7,0.98,0.02,monchoice,1,young,Female,-50,-80,-50,-80,5.91608,1.264911,1,4.651169,1,-15,-78.4,1,63.4,4.149464,1
61420a3c9f56aa7d296ff8a3,20,Impaired Balance,Fever,0.98,0.02,0.15,0.85,medchoice,0,young,Female,-40,-50,-40,-50,0.8944272,6.519202,0,-5.624775,1,-39.2,-7.5,0,-31.7,3.456317,1
61420a3c9f56aa7d296ff8a3,20,Impaired Balance,Fever,0.98,0.02,0.15,0.85,monchoice,0,young,Female,-40,-50,-40,-50,0.8944272,6.519202,0,-5.624775,1,-39.2,-7.5,0,-31.7,3.456317,1
61420a3c9f56aa7d296ff8a3,21,Flatulence,Slurred Speech,0.6,0.4,0.97,0.03,medchoice,1,young,Female,-2,-30,-2,-30,0.8944272,0.9486833,0,-0.05425611,0,-1.2,-29.1,1,27.9,3.328627,1
61420a3c9f56aa7d296ff8a3,21,Flatulence,Slurred Speech,0.6,0.4,0.97,0.03,monchoice,1,young,Female,-2,-30,-2,-30,0.8944272,0.9486833,0,-0.05425611,0,-1.2,-29.1,1,27.9,3.328627,1
61420a3c9f56aa7d296ff8a3,22,Depression,Hallucinations,0.81,0.19,0.98,0.02,medchoice,1,young,Female,-60,-70,-60,-70,3.376389,1.183216,1,2.193173,1,-48.6,-68.6,1,20,2.995732,1
61420a3c9f56aa7d296ff8a3,22,Depression,Hallucinations,0.81,0.19,0.98,0.02,monchoice,1,young,Female,-60,-70,-60,-70,3.376389,1.183216,1,2.193173,1,-48.6,-68.6,1,20,2.995732,1
61420a3c9f56aa7d296ff8a3,23,Insomnia,Impaired Balance,0.006,0.994,0.09,0.91,medchoice,1,young,Female,-90,-40,-90,-40,9.45833,6.033241,1,3.425088,1,-0.54,-3.6,1,3.06,1.118415,1
61420a3c9f56aa7d296ff8a3,23,Insomnia,Impaired Balance,0.006,0.994,0.09,0.91,monchoice,1,young,Female,-90,-40,-90,-40,9.45833,6.033241,1,3.425088,1,-0.54,-3.6,1,3.06,1.118415,1
61420a3c9f56aa7d296ff8a3,24,Diarrhea,Slurred Speech,0.005,0.995,0.1,0.9,medchoice,1,young,Female,-5,-30,-5,-30,2.230471,5.196152,0,-2.965682,0,-0.025,-3,1,2.975,1.090244,1
61420a3c9f56aa7d296ff8a3,24,Diarrhea,Slurred Speech,0.005,0.995,0.1,0.9,monchoice,1,young,Female,-5,-30,-5,-30,2.230471,5.196152,0,-2.965682,0,-0.025,-3,1,2.975,1.090244,1
61420a3c9f56aa7d296ff8a3,25,Itching,Hallucinations,0.03,0.97,0.001,0.999,medchoice,1,young,Female,-10,-70,-10,-70,3.114482,8.362416,0,-5.247934,0,-0.3,-0.07,0,-0.23,-1.469676,0
61420a3c9f56aa7d296ff8a3,25,Itching,Hallucinations,0.03,0.97,0.001,0.999,monchoice,0,young,Female,-10,-70,-10,-70,3.114482,8.362416,0,-5.247934,1,-0.3,-0.07,0,-0.23,-1.469676,1
61420a3c9f56aa7d296ff8a3,26,Slurred Speech,Tremor,0.02,0.98,0.001,0.999,medchoice,0,young,Female,-30,-80,-30,-80,5.422177,8.939799,0,-3.517622,1,-0.6,-0.08,0,-0.52,-0.6539265,1
61420a3c9f56aa7d296ff8a3,26,Slurred Speech,Tremor,0.02,0.98,0.001,0.999,monchoice,0,young,Female,-30,-80,-30,-80,5.422177,8.939799,0,-3.517622,1,-0.6,-0.08,0,-0.52,-0.6539265,1
61420a3c9f56aa7d296ff8a3,27,Flatulence,Fatigue,0.01,0.99,0.001,0.999,medchoice,0,young,Female,-2,-20,-2,-20,1.407125,4.469899,0,-3.062775,1,-0.02,-0.02,NA,0,#NAME?,NA
